"","Date.received","Product","Sub.product","Issue","Sub.issue","Consumer.complaint.narrative","Company.public.response","Company","State","ZIP.code","Tags","Consumer.consent.provided.","Submitted.via","Date.sent.to.company","Company.response.to.consumer","Timely.response.","Consumer.disputed.","Complaint.ID"
"3821","11/23/2016","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","I called to get a auto loan payoff letter on XX/XX/2016. I was told on the phone that the letter had been ordered and that everything was taken care of. I was not offered the opportunity to fax or email the request for faster service. On XXXX I called to ask about the letter, but they said it would take several more days. I was told at that point I could fax a request in and they would turn around the request in two business days. I needed the letter that day in order to get the mortgage I had applied for. I was not offered any sort of opportunity to speak to anyone who could or would expedite the process, and when I asked about having called the previous week in order to request the letter and had not been given information that would have allowed the process to be more efficient at that time, I was told that it made no difference and there was nothing they could do. Key Bank cost my my home.","Other","KeyCorp","MI","495XX","Other","Consent provided","Web","11/23/2016","Closed with monetary relief","Yes","No",2222009
"3822","1/4/2017","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","CA","95123","Other","Other","Referral","1/6/2017","Closed with explanation","Yes","Other",2274307
"3823","1/4/2017","Credit card","Other","Credit determination","Other","In XXXX I received a replacement Business Credit card for the one that was do to expire in XXXX 2017. I activate the new card and destroy it by mistake and kept the old card when I call Bank of America customer service they said I would receive a new card in two days. Three days later a Bank of America complience office call me and said I would to call to unlock my consumer credit file which is frozen because I am a victim of ID thief. First he gave me to wrong number then when I call Bank of America they told I would have to take a hard hit on my score. Since I can see my credit score on the Bank of America web site anytime I login why is it necessary to take a hard hit on my credit score. I have mortgage with Bank of America and personal Credit card account. They have make it very difficult for me to want to do business with Bank of America","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","IL","606XX","Older American","Consent provided","Web","1/4/2017","Closed with explanation","Yes","Other",2274922
"3824","11/22/2016","Other financial service","Check cashing","Customer service/Customer relations","Other","Other","Other","JPMorgan Chase & Co.","LA","70774","Older American","Consent not provided","Web","11/22/2016","Closed with explanation","Yes","No",2217893
"3825","1/20/2017","Student loan","Federal student loan servicing","Can't repay my loan","Can't get flexible payment options","Other","Other","AES/PHEAA","PA","190XX","Other","Other","Web","1/20/2017","Closed with explanation","Yes","Other",2299170
"3826","11/20/2016","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","M&T Bank Corporation","NY","11710","Other","Consent not provided","Web","11/20/2016","Closed with explanation","Yes","No",2216579
"3827","1/20/2017","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","SquareTwo Financial Corporation","NY","11520","Other","Consent not provided","Web","1/20/2017","Closed with explanation","Yes","Other",2300781
"3828","1/19/2017","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","First Tennessee Bank","TN","37221","Other","Other","Referral","1/23/2017","Closed with monetary relief","Yes","Other",2299049
"3829","11/23/2016","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CA","92315","Other","Other","Postal mail","11/25/2016","Closed with monetary relief","Yes","No",2221728
"3830","11/28/2016","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","JPMorgan Chase & Co.","MS","39506","Other","Other","Referral","11/29/2016","Closed with explanation","Yes","No",2225122
"3831","12/22/2016","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","TX","79415","Other","Consent not provided","Web","12/22/2016","Closed with non-monetary relief","Yes","Other",2261960
"3832","10/19/2016","Credit card","Other","Other","Other","Other","Company believes it acted appropriately as authorized by contract or law","Navy FCU","CT","6340","Servicemember","Other","Phone","10/19/2016","Closed with explanation","Yes","No",2167444
"3833","1/31/2017","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company believes it acted appropriately as authorized by contract or law","Maury Cobb, Attorney at Law, LLC","NY","11237","Servicemember","Consent not provided","Web","1/31/2017","Closed with explanation","Yes","Other",2319302
"3834","12/5/2016","Debt collection","Credit card","Communication tactics","Frequent or repeated calls","Other","Other","Encore Capital Group","RI","2915","Other","Consent not provided","Web","12/5/2016","Closed with non-monetary relief","Yes","Other",2235771
"3835","11/21/2016","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Southwest Credit Systems, L.P.","CA","91739","Other","Consent not provided","Web","11/21/2016","Closed with explanation","Yes","No",2218000
"3836","11/30/2016","Credit reporting","Other","Incorrect information on credit report","Account status","I just clicked on a "" gap '' credit card thru XXXX Bank service to see my XXXX score. Beginning of the year was low XXXX, there was an issue with a less than $ XXXX dollars XXXX balance on a XXXX when they switched cards or updated them. They Without my Consent Stopped sending Hard Copy Mail Statements. I did remember I had purchased a bed comforter on their XXXX Sale I think it was and XXXX day while checking my payments thought about it checked on line and Everything had changed. It was a very time consuming ordeal. They had also without my consent change everything to Spanish which I Do n't Mind but I had also NOT authorized nor requested that change. Anyhow I called and paid it. I cant remember if they waived the late fee or not. I do know I requested but cant remember exactly if I got it waived or not. I think they did just so you know that after a time consuming XXXX calls later they saw the mistake. Anyhow they promised they would take that late payment OUT of my credit report. It looks like they Did Not as I still showing a XXXX and I have NOT been late and this report I just clicked on reads my score was impacted because I have a late payment. Please Help XXXX this. Thanks very much for any time and input you put to clarify this for me. I work so very very hard. I know you probably hear this a zillion times but I truly do and I do n't have much and I hope I can have at least an Excellent Credit score. Let me know what documents you would need. I think it was when XXXX card went from XXXX to XXXX but I know XXXX did the same and maybe I am just confusing them?","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","ID","838XX","Other","Consent provided","Web","11/30/2016","Closed with explanation","Yes","No",2226734
